epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,0.39131247997283936,0.5213299989700317,0.607590913772583,0.5213299989700317,0.6297390460968018,0.5417724847793579,nan,652.3330821990967,0.9996265038626535
1,0.22456121444702148,0.9384926557540894,0.9806695580482483,0.9384926557540894,0.9760960936546326,0.9489359855651855,nan,652.7871506214142,0.9981656049673898

2,0.15851528942584991,0.9757649898529053,0.9933485388755798,0.977867603302002,0.9920599460601807,0.9757649898529053,nan,652.6526277065277,0.9987753373064313
3,0.12471328675746918,0.9814931154251099,0.994238018989563,0.9814931154251099,0.9931731224060059,0.981928825378418,nan,652.8723578453064,0.9990695712280273

4,0.10435384511947632,0.9821747541427612,0.9945571422576904,0.9821747541427612,0.9939022064208984,0.9839584827423096,nan,651.8499054908752,0.9987977820914132
5,0.0919225737452507,0.9809778928756714,0.9932155609130859,0.9809778928756714,0.9924019575119019,0.9814959764480591,nan,651.9964125156403,0.9982924995422363
6,0.08534513413906097,0.966727077960968,0.9902771711349487,0.966727077960968,0.989059567451477,0.9782891273498535,nan,652.5327429771423,0.9979426547241211
7,0.08318732678890228,0.9629788398742676,0.9850618839263916,0.9629788398742676,0.9831403493881226,0.9697041511535645,nan,901.1673958301544,0.997448678490775
8,0.472936749458313,0.5680258870124817,0.5709812641143799,0.5680258870124817,0.5710186958312988,0.5683156251907349,nan,905.6503365039825,0.1570212957065526
9,0.8482618927955627,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,905.0162098407745,0.0035744748886328724
10,1.1553473472595215,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,904.4180686473846,0.0035744748886328724

11,1.4112465381622314,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,917.7695186138153,0.0035744748886328724
12,1.6277767419815063,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,904.2613291740417,0.0035744748886328724
13,1.8133723735809326,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,903.4059548377991,0.0035744748886328724
14,1.9742274284362793,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,930.7343263626099,0.0035744748886328724
15,2.114975690841675,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,912.2230467796326,0.0035744748886328724
16,2.2391653060913086,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,897.6828591823578,0.0035744748886328724
17,2.3495559692382812,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,898.1413278579712,0.0035744748886328724
18,2.448326587677002,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,898.0505652427673,0.0035744748886328724
19,2.537219762802124,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,911.8664543628693,0.0035744748886328724
20,2.617644786834717,0.49999043345451355,0.49999043345451355,0.5,0.5,0.5,nan,900.0622911453247,0.0035744748886328724

