epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_valid,epoch_elapsed
0,0.6749396324157715,0.4166496992111206,0.4938524663448334,0.4166496992111206,0.5066019296646118,0.4982040226459503,0.5,0.4132058620452881
1,0.6328293681144714,0.441301167011261,0.5,0.46889862418174744,0.49483010172843933,0.5,0.441301167011261,0.4100480079650879
2,0.5883720517158508,0.49214181303977966,0.5,0.5,0.5,0.5,0.49214181303977966,0.2714362144470215
3,0.5515252947807312,0.5,0.5,0.5,0.5,0.5,0.5,0.26726818084716797
4,0.5238794684410095,0.5,0.5,0.5,0.5,0.5,0.5,0.3064584732055664
5,0.5023436546325684,0.5,0.5,0.5,0.5,0.5,0.5016447305679321,0.29741621017456055
6,0.4845471978187561,0.5,0.5,0.5,0.5,0.5,0.5213815569877625,0.29084157943725586
7,0.46908751130104065,0.5,0.5,0.5,0.5,0.5,0.5759137868881226,0.2969691753387451
8,0.4552161395549774,0.5,0.5,0.5,0.5,0.5,0.6567617058753967,0.2672140598297119
9,0.4425358176231384,0.5,0.5,0.5,0.5,0.5,0.7038377523422241,0.4153308868408203
10,0.4308216869831085,0.5,0.5,0.5,0.5162864327430725,0.5,0.7462353706359863,0.3981761932373047
11,0.41992828249931335,0.5,0.5,0.5,0.5352184772491455,0.5,0.7606725096702576,0.2702372074127197
12,0.4097669720649719,0.5,0.5,0.5151515007019043,0.5634709000587463,0.5,0.7809210419654846,0.259932279586792
13,0.40028104186058044,0.5,0.5,0.5189393758773804,0.6041504740715027,0.5,0.7938961982727051,0.26273179054260254
14,0.3914192020893097,0.5,0.5,0.537318229675293,0.631116509437561,0.5104166865348816,0.8033260107040405,0.2885751724243164
15,0.3831290900707245,0.5,0.5,0.5600454807281494,0.6424028873443604,0.5208333134651184,0.816045343875885,0.2618134021759033
16,0.37535926699638367,0.5,0.5,0.5778638124465942,0.6611893177032471,0.5411278605461121,0.8195906281471252,0.28229546546936035
17,0.36805689334869385,0.5,0.5,0.5930153131484985,0.6774757504463196,0.5515445470809937,0.8311038017272949,0.28041696548461914
18,0.36117884516716003,0.5,0.5,0.6119547486305237,0.6999757289886475,0.5510057210922241,0.8320541381835938,0.38611412048339844
19,0.35468223690986633,0.5,0.5,0.6341214776039124,0.7268689274787903,0.5666307210922241,0.8386330604553223,0.2798433303833008
20,0.34853145480155945,0.5,0.5,0.6373488306999207,0.7493689060211182,0.5817169547080994,0.8480628728866577,0.282073974609375
21,0.3426945209503174,0.5,0.5,0.6600760817527771,0.7668689489364624,0.6025502681732178,0.8506579399108887,0.2734830379486084
22,0.33714407682418823,0.5,0.5,0.6822428703308105,0.7793689370155334,0.623383641242981,0.851352334022522,0.26302504539489746
23,0.33185550570487976,0.5,0.5,0.6979548931121826,0.7880825400352478,0.639008641242981,0.851352334022522,0.2778487205505371
24,0.32680660486221313,0.5,0.5,0.7060911655426025,0.7955825328826904,0.654633641242981,0.8520467877388,0.2664756774902344
25,0.32197892665863037,0.5,0.5,0.7174547910690308,0.8030825257301331,0.670258641242981,0.8517909049987793,0.2639598846435547
26,0.3173550069332123,0.5,0.5,0.7250306010246277,0.8017960786819458,0.6916307210922241,0.8517909049987793,0.2628133296966553
27,0.31291815638542175,0.5,0.5,0.740182101726532,0.8067960739135742,0.6973778605461121,0.8524853587150574,0.26631808280944824
28,0.30865535140037537,0.5,0.5,0.7515457272529602,0.8092961311340332,0.7130028605461121,0.8538742661476135,0.2802619934082031
29,0.3045545220375061,0.5,0.5,0.7553336024284363,0.8242961168289185,0.7286278605461121,0.8559576272964478,0.26677608489990234
30,0.3006044030189514,0.5,0.5,0.755894124507904,0.8267961144447327,0.7494611740112305,0.8582967519760132,0.2663743495941162
31,0.29679492115974426,0.5104166865348816,0.5104166865348816,0.7596819996833801,0.8367961049079895,0.7650861740112305,0.8613303899765015,0.3020658493041992
32,0.29311683773994446,0.5104166865348816,0.5104166865348816,0.7710456848144531,0.8492960929870605,0.7807111740112305,0.8660087585449219,0.296492338180542
33,0.28956204652786255,0.5208333134651184,0.5208333134651184,0.7937729358673096,0.856796145439148,0.7963361740112305,0.8680920600891113,0.30989575386047363
34,0.286123126745224,0.53125,0.53125,0.7975608110427856,0.8592960834503174,0.8072916269302368,0.8711257576942444,0.2912287712097168
35,0.28279250860214233,0.53125,0.53125,0.8056970834732056,0.8630096912384033,0.8125,0.8748538494110107,0.2717294692993164
36,0.2795639932155609,0.53125,0.53125,0.8208485841751099,0.8692232966423035,0.8125,0.878143310546875,0.2663733959197998
37,0.2764319181442261,0.53125,0.53125,0.8208485841751099,0.8767232894897461,0.8125,0.8804824352264404,0.27129244804382324
38,0.27339115738868713,0.5416666865348816,0.5416666865348816,0.8360001444816589,0.8842233419418335,0.8125,0.8830775022506714,0.26503491401672363
