epoch,loss,epoch_elapsed
0,0.05508432164788246,nan
1,0.055018797516822815,880.7770712375641
2,0.054959215223789215,877.5911090373993
3,0.05493918061256409,876.2186169624329
4,0.054941326379776,879.2770774364471
5,0.054935768246650696,875.2567648887634
6,0.05493319034576416,878.2015173435211
7,0.05493311583995819,880.1187291145325
8,0.054931629449129105,883.63010430336
9,0.054931364953517914,883.1085407733917
10,0.054945025593042374,881.0744671821594


11,0.05493055284023285,nan
12,0.05492498353123665,883.2265830039978
13,0.05492958426475525,885.349203824997
14,0.054923344403505325,883.7790024280548
15,0.05492674559354782,885.0332350730896
16,0.05492688715457916,884.6941134929657
17,0.0549231618642807,879.0563039779663
18,0.05492718145251274,879.8822095394135
19,0.05492309480905533,879.4402732849121
20,0.054926302284002304,878.2277059555054

21,0.054924506694078445,878.9703288078308
