epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,0.2036464512348175,0.6354808211326599,0.8817570209503174,0.6354808211326599,0.884777307510376,0.7468488216400146,nan,912.7859654426575,0.9987197632162912
1,0.12066198140382767,0.9558815956115723,0.9883732795715332,0.9558815956115723,0.9805556535720825,0.9676230549812317,nan,913.9765777587891,0.9999815332140242

2,0.08564596623182297,0.9856042861938477,0.9942110180854797,0.9888594150543213,0.9932460784912109,0.9856042861938477,nan,907.2654705047607,0.9999937245396205

3,0.06702765822410583,0.991091251373291,0.9955997467041016,0.9921973943710327,0.9949889183044434,0.991091251373291,nan,918.6100680828094,0.9999990461294992
4,0.05545097962021828,0.992967963218689,0.9966696500778198,0.993666410446167,0.9960223436355591,0.992967963218689,nan,907.4283475875854,0.9999995678710938
5,0.04752577468752861,0.9946659803390503,0.996869683265686,0.9946696162223816,0.9961622953414917,0.9946659803390503,nan,905.0052902698517,0.9999994772883823
6,0.0418015792965889,0.994854748249054,0.9971795082092285,0.994854748249054,0.9967848062515259,0.995072603225708,nan,905.0478675365448,0.9999990601348877
7,0.03735412657260895,0.9954532384872437,0.9976479411125183,0.9954532384872437,0.9972236156463623,0.9957916736602783,nan,918.1365525722504,0.9999985169437954
8,0.03391108289361,0.9956323504447937,0.9976456165313721,0.9956323504447937,0.9970986843109131,0.9958346486091614,nan,903.7754588127136,0.9999998234558105
9,0.031112974509596825,0.995746910572052,0.997800886631012,0.995746910572052,0.9974927306175232,0.995964765548706,nan,899.7697036266327,0.9999976996067592
10,0.02880014292895794,0.99603271484375,0.9979156255722046,0.99603271484375,0.9976584911346436,0.9964454174041748,nan,900.2784764766693,0.9999979031481062

11,0.02687784843146801,0.9961813688278198,0.9980423450469971,0.9961813688278198,0.9977591037750244,0.9963324666023254,nan,911.5859274864197,0.9999983234514509
12,0.025257645174860954,0.9961941242218018,0.9979563355445862,0.9961941242218018,0.9976022243499756,0.9962303638458252,nan,897.311683177948,0.999997999016898
13,0.023861883208155632,0.9957364797592163,0.9980848431587219,0.9957364797592163,0.9977575540542603,0.9964933395385742,nan,897.3496179580688,0.9999962287357875
14,0.02262256108224392,0.9963587522506714,0.9983222484588623,0.9963587522506714,0.9979285001754761,0.996661365032196,nan,897.2658414840698,0.9999963612256731
15,0.02156127244234085,0.9960382580757141,0.998214602470398,0.9960382580757141,0.9979441165924072,0.9964460134506226,nan,910.2279758453369,0.9999967920684815
16,0.020622618496418,0.9964932203292847,0.9981675744056702,0.9964932203292847,0.9979483485221863,0.9968336820602417,nan,897.3855249881744,0.9999965336826869
17,0.0197848342359066,0.9963029623031616,0.9984186291694641,0.9963029623031616,0.9980463981628418,0.9966671466827393,nan,897.8454751968384,0.9999982242911203
18,0.019185224547982216,0.9962116479873657,0.997988224029541,0.9962116479873657,0.9977810382843018,0.9964088797569275,nan,896.664642572403,0.9999981011090959
19,0.0185309536755085,0.9965954422950745,0.9985127449035645,0.9966714382171631,0.9981424808502197,0.9965954422950745,nan,909.0104777812958,0.9999984578050886
20,0.017894016578793526,0.9963657855987549,0.9985818862915039,0.9963657855987549,0.9981687664985657,0.9970039129257202,nan,895.9584739208221,0.9999990373011998

