epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,0.4511711299419403,0.499919593334198,0.499919593334198,0.5000824928283691,0.5001393556594849,0.5,nan,938.6413609981537,0.999519464862006
1,0.6129838824272156,0.4999743402004242,0.4999743402004242,0.49998757243156433,0.5000615119934082,0.5000508427619934,nan,947.6518046855927,0.9990855971690586
2,0.6720410585403442,0.5,0.5,0.5,0.5,0.5,nan,942.8030650615692,0.9991722106933594
3,0.7015697360038757,0.5,0.5,0.5,0.5,0.5,nan,939.19699883461,0.9991722106933594
4,0.7192888259887695,0.5,0.5,0.5,0.5,0.5,nan,947.6317415237427,0.9991722106933594
5,0.7311029434204102,0.5,0.5,0.5,0.5,0.5,nan,941.3291471004486,0.9991722106933594
6,0.7395415902137756,0.5,0.5,0.5,0.5,0.5,nan,939.9162788391113,0.9991722106933594
7,0.7458705902099609,0.5,0.5,0.5,0.5,0.5,nan,947.9761517047882,0.9991722106933594
8,0.7507919669151306,0.5,0.5,0.5,0.5,0.5,nan,943.1188859939575,0.9991722106933594
9,0.7547290921211243,0.5,0.5,0.5,0.5,0.5,nan,940.0504801273346,0.9991722106933594
10,0.7579503655433655,0.5,0.5,0.5,0.5,0.5,nan,947.143702507019,0.9991722106933594

11,0.7606347799301147,0.5,0.5,0.5,0.5,0.5,nan,942.203804731369,0.9991722106933594
12,0.7629061937332153,0.5,0.5,0.5,0.5,0.5,nan,958.9225952625275,0.9991722106933594
13,0.7648531198501587,0.5,0.5,0.5,0.5,0.5,nan,946.5630750656128,0.9991722106933594
14,0.7665404081344604,0.5,0.5,0.5,0.5,0.5,nan,943.5449748039246,0.9991722106933594
15,0.7680181264877319,0.5,0.5,0.5,0.5,0.5,nan,899.3637294769287,0.9991722106933594
16,0.769319474697113,0.5,0.5,0.5,0.5,0.5,nan,896.5928618907928,0.9991722106933594
17,0.770476222038269,0.5,0.5,0.5,0.5,0.5,nan,904.2108042240143,0.9991722106933594
18,0.7715111970901489,0.5,0.5,0.5,0.5,0.5,nan,899.7682847976685,0.9991722106933594
19,0.7724426984786987,0.5,0.5,0.5,0.5,0.5,nan,896.5849454402924,0.9991722106933594
20,0.773285448551178,0.5,0.5,0.5,0.5,0.5,nan,896.848555803299,0.9991722106933594

