,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons,2Long,TypeA,TypeB,TypeC
max,0.846629798412323,0.8669264912605286,0.8763307332992554,0.8430773615837097,0.7983879446983337,0.9949445724487305,0.9902654886245728,0.9994975328445435,0.8988714814186096,0.9102427959442139,0.9567607641220093,0.9817516803741455,0.9988896250724792
max_encoding,N[5](LongPassenger),N[2](Empty),N[2](Empty),N[2](Empty),N[8](3Wagons),N[7](2Freight),N[7](2Freight),N[8](3Wagons),N[8](3Wagons),N[8](3Wagons),N[6](2Passenger),N[8](3Wagons),N[5](LongPassenger)
min,9.950879029929638e-05,9.35293337533949e-06,0.005093334708362818,0.0004670038470067084,0.00046078828745521605,0.00026193782105110586,0.0,4.831244496017462e-06,1.7098887838074006e-05,2.9849410566384904e-05,0.009586911648511887,6.084609412937425e-05,0.0
min_encoding,N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced)
