,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons,2Long,TypeA,TypeB,TypeC
max,0.9975611567497253,0.9797572493553162,0.9999701380729675,0.9963567852973938,0.9974192976951599,0.9981239438056946,0.9982255101203918,0.9958465695381165,0.9966084361076355,0.9979045987129211,0.9999688267707825,0.9982389211654663,0.9980078339576721
max_encoding,N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[4](Reinforced),N[7](2Freight),N[4](Reinforced)
min,0.002200812567025423,0.20359036326408386,0.0843682736158371,0.10477739572525024,0.0005620805895887315,0.10235293954610825,0.12367957830429077,0.1742207109928131,0.07598968595266342,0.12913918495178223,0.0003150151460431516,0.07837910950183868,0.12356571108102798
min_encoding,N[2](Empty),N[6](2Passenger),N[0](Passenger),N[5](LongPassenger),N[2](Empty),N[2](Empty),N[2](Empty),N[2](Empty),N[2](Empty),N[2](Empty),N[2](Empty),N[2](Empty),N[2](Empty)
