epoch,loss,epoch_elapsed
0,0.05509689450263977,874.1497511863708
1,0.05497347563505173,872.5468692779541
2,0.05495064705610275,873.1469326019287
3,0.054937269538640976,878.2981691360474
4,0.05493924021720886,873.1650896072388
5,0.05494500324130058,871.9910664558411
6,0.05493219941854477,872.4099681377411
7,0.054932959377765656,874.9982004165649
8,0.05492739379405975,871.1164705753326
9,0.054936107248067856,874.9186637401581
10,0.046335626393556595,872.4912147521973
11,0.019421735778450966,876.961165189743
12,0.017688293009996414,878.0021126270294
13,0.016404414549469948,871.4894394874573
14,0.011134321801364422,870.8595795631409
15,0.010935669764876366,874.2028820514679
16,0.010808754712343216,872.1707763671875
17,0.010721131227910519,872.6040062904358
18,0.010358652099967003,871.5168533325195
19,0.009926971048116684,871.6193413734436
20,0.009808520786464214,873.9355926513672
21,0.009727571159601212,872.3597040176392
22,0.009686879813671112,872.2996258735657
23,0.0096450075507164,871.3112494945526
24,0.009627115912735462,871.7885117530823
25,0.009648917242884636,873.7705318927765
26,0.009607348591089249,873.7375664710999
27,0.009645100682973862,873.4283063411713
28,0.009587859734892845,874.2689480781555
29,0.009575753472745419,873.6583325862885
30,0.009586522355675697,871.9634630680084
31,0.009590044617652893,873.6066224575043
32,0.009544476866722107,872.1660952568054
33,0.00954599492251873,871.338695526123
34,0.009549647569656372,871.4513795375824
35,0.009510309435427189,871.4539320468903
36,0.009711007587611675,871.5679430961609
37,0.009586320258677006,873.5779721736908
38,0.009587528184056282,872.556149482727
39,0.009505810216069221,872.1538851261139
40,0.00951277744024992,871.6648921966553
41,0.00948001816868782,871.895886182785
42,0.009496676735579967,873.1405162811279
