epoch,loss,epoch_elapsed
0,0.029993778094649315,870.100347995758
1,0.010445136576890945,873.776040315628
2,0.008197694085538387,869.355874300003
3,0.008002149872481823,871.1196074485779
4,0.00788755901157856,868.7356197834015
5,0.007794113364070654,868.9329559803009
6,0.007726600859314203,867.7233898639679
7,0.007657300215214491,865.3266091346741
8,0.007537264376878738,867.5618720054626
9,0.007412310224026442,866.0740263462067
10,0.007361819967627525,867.0221996307373
11,0.007373132277280092,865.7237601280212
12,0.007265644147992134,869.7678740024567
13,0.007225171662867069,867.9477179050446
14,0.007187459152191877,867.6892302036285
15,0.007162878289818764,867.376987695694
16,0.0071577951312065125,869.1852130889893
17,0.007104596588760614,867.4910864830017
18,0.007058474700897932,868.6152863502502
19,0.0070032840594649315,866.5042612552643
20,0.0069414060562849045,867.3913316726685
21,0.006900419481098652,867.0538189411163
22,0.006881447043269873,868.0114521980286
23,0.007065917365252972,872.9610064029694
24,0.006917048245668411,868.262122631073
25,0.006824628449976444,867.0345938205719
26,0.006773598492145538,866.8475654125214
27,0.006788685452193022,866.5686700344086
