epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,0.5058141350746155,0.49993500113487244,0.5005035400390625,0.5000540614128113,0.5009045600891113,0.49993500113487244,nan,979.6133940219879,0.9984093308803014
1,0.7130524516105652,0.5,0.5,0.5,0.5,0.5,nan,923.8895919322968,0.9900929331752232
2,0.7821335196495056,0.5,0.5,0.5,0.5,0.5,nan,920.1830286979675,0.9900929331752232
3,0.816673994064331,0.5,0.5,0.5,0.5,0.5,nan,910.1917841434479,0.9900929331752232
4,0.8373950123786926,0.5,0.5,0.5,0.5,0.5,nan,906.1844670772552,0.9900929331752232
5,0.8512089848518372,0.5,0.5,0.5,0.5,0.5,nan,910.8650810718536,0.9900929331752232
6,0.8610759377479553,0.5,0.5,0.5,0.5,0.5,nan,938.837682723999,0.9900929331752232
0,0.16668464243412018,0.7682689428329468,0.890281081199646,0.7682689428329468,0.9064169526100159,0.7984578609466553,nan,947.9674491882324,0.9995391787392752
1,0.09460827708244324,0.9839249849319458,0.9927502274513245,0.9839249849319458,0.991495668888092,0.9862039089202881,nan,1008.5497951507568,0.9997861219787597

2,0.06846320629119873,0.9900438189506531,0.9949550628662109,0.9900438189506531,0.9943379163742065,0.990594208240509,nan,938.7230792045593,0.9997446930149624
3,0.05556992068886757,0.9903256893157959,0.994976282119751,0.9903256893157959,0.9943348169326782,0.9917255640029907,nan,914.2119948863983,0.9997105299813407
4,0.04892383888363838,0.9884839057922363,0.994035005569458,0.9884839057922363,0.9936976432800293,0.9893745183944702,nan,905.8698289394379,0.9996684771510533
5,0.049819886684417725,0.9742707014083862,0.9853503704071045,0.9742707014083862,0.9846058487892151,0.9784504771232605,nan,903.7126634120941,0.9993754499435424
6,0.05619308724999428,0.9400784969329834,0.9738165140151978,0.9400784969329834,0.9743666052818298,0.9639395475387573,nan,918.296094417572,0.9993599382237026
7,0.06560922414064407,0.9150069355964661,0.9632564783096313,0.9150069355964661,0.965064287185669,0.955631673336029,nan,916.0868320465088,0.9987396621377127
8,0.20616234838962555,0.6902851462364197,0.8800290822982788,0.6902851462364197,0.8928129076957703,0.8188284635543823,nan,911.968257188797,0.9395263831697191
9,1.8586668968200684,0.5,0.5,0.5,0.5,0.5,nan,912.2861859798431,6.020947589881556e-18
10,3.210714817047119,0.5,0.5,0.5,0.5,0.5,nan,923.5512571334839,6.020947589881556e-18

11,4.337427616119385,0.5,0.5,0.5,0.5,0.5,nan,910.2402212619781,6.020947589881556e-18
12,5.2907915115356445,0.5,0.5,0.5,0.5,0.5,nan,905.5866446495056,6.020947589881556e-18
13,6.1079607009887695,0.5,0.5,0.5,0.5,0.5,nan,903.3208553791046,6.020947589881556e-18
14,6.816169738769531,0.5,0.5,0.5,0.5,0.5,nan,916.1358878612518,6.020947589881556e-18
15,7.435853004455566,0.5,0.5,0.5,0.5,0.5,nan,902.91299700737,6.020947589881556e-18
16,7.982632160186768,0.5,0.5,0.5,0.5,0.5,nan,904.1600689888,6.020947589881556e-18
17,8.468657493591309,0.5,0.5,0.5,0.5,0.5,nan,903.7311556339264,6.020947589881556e-18
18,8.903523445129395,0.5,0.5,0.5,0.5,0.5,nan,915.9165396690369,6.020947589881556e-18
19,9.294901847839355,0.5,0.5,0.5,0.5,0.5,nan,902.9769062995911,6.020947589881556e-18
20,9.64903450012207,0.5,0.5,0.5,0.5,0.5,nan,904.5673859119415,6.020947589881556e-18

