epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,0.1800413876771927,0.707901656627655,0.8860665559768677,0.707901656627655,0.8882725238800049,0.782146155834198,nan,940.1365311145782,0.9988600508880615
1,0.1016857847571373,0.9791994094848633,0.9913536310195923,0.9826222658157349,0.9886658191680908,0.9791994094848633,nan,940.5594923496246,0.9999947840881348

2,0.07235126942396164,0.9885172247886658,0.9947383403778076,0.9903351068496704,0.994008481502533,0.9885172247886658,nan,925.1151823997498,0.9999978110613141
3,0.056775979697704315,0.991936206817627,0.9959965944290161,0.992568850517273,0.9955143928527832,0.991936206817627,nan,912.4105999469757,0.9999980136108398
4,0.04707299545407295,0.9937238693237305,0.9967578649520874,0.9937238693237305,0.9963799118995667,0.9940214157104492,nan,922.0508549213409,0.9999978797585624
5,0.040505681186914444,0.9940710663795471,0.9971103072166443,0.9940710663795471,0.9968945980072021,0.9947840571403503,nan,916.970858335495,0.9999979222978864
6,0.03572040796279907,0.9948602914810181,0.9973660707473755,0.9948602914810181,0.9972859025001526,0.9951663613319397,nan,943.5925686359406,0.9999975696018764
7,0.03210119158029556,0.9950699806213379,0.9976118803024292,0.9951728582382202,0.997416615486145,0.9950699806213379,nan,951.7870650291443,0.999996928754534
8,0.029259778559207916,0.9950665235519409,0.9977574944496155,0.9950665235519409,0.997523307800293,0.9953599572181702,nan,947.7092578411102,0.999986889038086
9,0.026948103681206703,0.9958406686782837,0.9978858232498169,0.9958406686782837,0.9977615475654602,0.995940089225769,nan,942.4757480621338,0.9999946980503627
10,0.02508171647787094,0.9955754280090332,0.9978572130203247,0.9955754280090332,0.9976683855056763,0.9958227872848511,nan,961.025269985199,0.9999915582929338

11,0.02360852062702179,0.9952609539031982,0.997254490852356,0.9952609539031982,0.9972044825553894,0.9955135583877563,nan,948.421972990036,0.9999305605861118
12,0.02225913293659687,0.9955545663833618,0.9980783462524414,0.9955545663833618,0.9979343414306641,0.9962657690048218,nan,944.587112903595,0.9999961961255754

13,0.021088508889079094,0.996109664440155,0.998146653175354,0.996109664440155,0.998018741607666,0.9963772296905518,nan,943.3577070236206,0.999997013255528
14,0.020059730857610703,0.9959409236907959,0.9980856776237488,0.9959409236907959,0.997918426990509,0.9964166283607483,nan,951.3010141849518,0.9999975053732736
15,0.01916462369263172,0.9959424734115601,0.9980365037918091,0.9959424734115601,0.9980918765068054,0.9963087439537048,nan,950.0034790039062,0.9999969189671107
16,0.01841116137802601,0.9960556030273438,0.998126208782196,0.9960556030273438,0.9980610013008118,0.9963375329971313,nan,939.7453167438507,0.9999986929648264
17,0.01773187331855297,0.9961254596710205,0.9980223178863525,0.9961254596710205,0.9980498552322388,0.9963012933731079,nan,937.9106423854828,0.9999991680799212
18,0.0171077698469162,0.9961590766906738,0.9981292486190796,0.9961590766906738,0.998293399810791,0.9967153668403625,nan,945.5035865306854,0.9999995614079067
19,0.01652798056602478,0.9962871670722961,0.9983375668525696,0.9962871670722961,0.9983389377593994,0.9967072010040283,nan,941.4828100204468,0.9999997934831891
20,0.016065813601017,0.995476484298706,0.9981746673583984,0.995476484298706,0.9980828166007996,0.9961671829223633,nan,939.1664412021637,0.9999999225725447

