epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,elapsed,mean_valid
0,0.38800686597824097,0.5000158548355103,0.5006805658340454,0.5000158548355103,0.5009045600891113,0.5000239014625549,980.4783225059509,0.054314602346824746
1,0.624462902545929,0.5,0.5,0.5,0.5,0.5,970.81183552742,0.0
2,0.703279435634613,0.5,0.5,0.5,0.5,0.5,977.2243328094482,0.0
3,0.7426878213882446,0.5,0.5,0.5,0.5,0.5,976.2935130596161,0.0
4,0.7663323879241943,0.5,0.5,0.5,0.5,0.5,1032.4454243183136,0.0
5,0.7820955514907837,0.5,0.5,0.5,0.5,0.5,1034.6985032558441,0.0

