epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,0.2753063142299652,0.538323700428009,0.8319480419158936,0.538323700428009,0.8519774675369263,0.6179080605506897,nan,955.7812194824219,0.9988171440015521
1,0.20870673656463623,0.6720315217971802,0.9473624229431152,0.6720315217971802,0.9396121501922607,0.8549581170082092,nan,960.7722165584564,0.9999849442618234

2,0.16607972979545593,0.8628604412078857,0.9734363555908203,0.8628604412078857,0.96018385887146,0.937962532043457,nan,955.0525159835815,0.9999986788940429

3,0.1343100666999817,0.9656738638877869,0.9848893284797668,0.9656738638877869,0.9736200571060181,0.9687107801437378,nan,960.8835411071777,0.9999998922511509

4,0.11259257793426514,0.9791522026062012,0.990027666091919,0.9817869663238525,0.9819597005844116,0.9791522026062012,nan,955.9200077056885,0.9999999010358538
5,0.09713155776262283,0.983776330947876,0.9926742911338806,0.9868901968002319,0.9858829975128174,0.983776330947876,nan,961.6431903839111,0.9999999680873326
6,0.08560162782669067,0.986388087272644,0.9941160678863525,0.9892446994781494,0.9884354472160339,0.986388087272644,nan,959.079503774643,0.9999999454498291

7,0.07667800039052963,0.9881260991096497,0.9951785206794739,0.9904141426086426,0.9903312921524048,0.9881260991096497,nan,963.2317359447479,0.9999999887302944
8,0.06954029947519302,0.9893938302993774,0.995726466178894,0.9916810989379883,0.9917296767234802,0.9893938302993774,nan,948.778480052948,0.9999998010907855
9,0.06368404626846313,0.9903383851051331,0.996234655380249,0.9927276372909546,0.9929478764533997,0.9903383851051331,nan,951.5231943130493,0.9999999498421805
10,0.05876816436648369,0.9915885925292969,0.9967398643493652,0.9937261939048767,0.9941023588180542,0.9915885925292969,nan,947.855612039566,0.9999999869537354

11,0.05464157462120056,0.9917116165161133,0.9969582557678223,0.9937403798103333,0.9947447776794434,0.9917116165161133,nan,952.0773766040802,0.9999999184526716
12,0.05108189582824707,0.9926880598068237,0.9974524974822998,0.9942960143089294,0.9952328205108643,0.9926880598068237,nan,947.4017112255096,0.9999999784851075
13,0.047983117401599884,0.9935731887817383,0.9975753426551819,0.9949861764907837,0.9959328174591064,0.9935731887817383,nan,955.4991755485535,0.9999999809047154
14,0.045278873294591904,0.9932330846786499,0.997631311416626,0.9951289892196655,0.9960139393806458,0.9932330846786499,nan,1003.1830446720123,0.9999995053318569
15,0.04288719221949577,0.993790864944458,0.9976699948310852,0.9951673746109009,0.9963816404342651,0.993790864944458,nan,1042.3739664554596,0.9999999349975586
16,0.040755707770586014,0.9944448471069336,0.9979071021080017,0.9954651594161987,0.9965354204177856,0.9944448471069336,nan,978.7368171215057,0.9999996127755302
17,0.03886617720127106,0.9943195581436157,0.9977133274078369,0.9956326484680176,0.9966753721237183,0.9943195581436157,nan,941.4171323776245,0.999999068472726
18,0.03716440871357918,0.9947625994682312,0.9982247352600098,0.9960522055625916,0.9969262480735779,0.9947625994682312,nan,951.9223494529724,0.9999995290483747
19,0.03560459986329079,0.9949568510055542,0.9982384443283081,0.9964683055877686,0.9970725774765015,0.9949568510055542,nan,952.897058725357,0.9999986696297782
20,0.03418823331594467,0.9949586391448975,0.998303234577179,0.9960263967514038,0.9972598552703857,0.9949586391448975,nan,947.9966757297516,0.9999981390925816

