epoch,loss,epoch_elapsed
0,0.05510585755109787,869.3346817493439
1,0.040449049323797226,868.9798958301544
2,0.015671363100409508,869.2348091602325
3,0.010514343157410622,874.2629134654999
4,0.009041051380336285,870.0110719203949
5,0.00880537647753954,867.9748356342316
6,0.008679261431097984,870.7258956432343
7,0.008591266348958015,867.5843563079834
8,0.008523375727236271,867.2648210525513
9,0.008457035757601261,877.2709014415741
10,0.008406960405409336,868.470764875412
11,0.008353561162948608,871.7110917568207
12,0.008310207165777683,879.691469669342
