epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_const_1,elapsed,mean_valid
0,1.2132318019866943,0.5000131726264954,0.5000423192977905,0.5000131726264954,0.5000287890434265,0.5000429153442383,nan,895.6922419071198,0.7270895985644205
1,2.174940824508667,0.5,0.5,0.5,0.5,0.5,nan,907.3617241382599,0.03346220776421683
2,2.495504140853882,0.5,0.5,0.5,0.5,0.5,nan,914.0494368076324,0.03346220776421683
3,2.655787229537964,0.5,0.5,0.5,0.5,0.5,nan,900.3808665275574,0.03346220776421683
4,2.7519588470458984,0.5,0.5,0.5,0.5,0.5,nan,900.5092859268188,0.03346220776421683
5,2.816071033477783,0.5,0.5,0.5,0.5,0.5,nan,901.2465300559998,0.03346220776421683
6,2.861865520477295,0.5,0.5,0.5,0.5,0.5,nan,925.0365192890167,0.03346220776421683
7,2.8962113857269287,0.5,0.5,0.5,0.5,0.5,nan,914.7557032108307,0.03346220776421683
8,2.9229273796081543,0.5,0.5,0.5,0.5,0.5,nan,902.0978455543518,0.03346220776421683
9,2.9442992210388184,0.5,0.5,0.5,0.5,0.5,nan,906.8732147216797,0.03346220776421683
10,2.961785078048706,0.5,0.5,0.5,0.5,0.5,nan,916.2108955383301,0.03346220776421683

11,2.9763567447662354,0.5,0.5,0.5,0.5,0.5,nan,902.0392673015594,0.03346220776421683
12,2.9886865615844727,0.5,0.5,0.5,0.5,0.5,nan,903.5350642204285,0.03346220776421683
13,2.9992551803588867,0.5,0.5,0.5,0.5,0.5,nan,904.3832774162292,0.03346220776421683
14,3.0084145069122314,0.5,0.5,0.5,0.5,0.5,nan,916.5385472774506,0.03346220776421683
15,3.0164241790771484,0.5,0.5,0.5,0.5,0.5,nan,904.8688554763794,0.03346220776421683
16,3.0234973430633545,0.5,0.5,0.5,0.5,0.5,nan,913.6305696964264,0.03346220776421683
17,3.029784679412842,0.5,0.5,0.5,0.5,0.5,nan,902.8389596939087,0.03346220776421683
18,3.035410165786743,0.5,0.5,0.5,0.5,0.5,nan,914.7411856651306,0.03346220776421683
19,3.040472984313965,0.5,0.5,0.5,0.5,0.5,nan,902.8129246234894,0.03346220776421683
20,3.045053720474243,0.5,0.5,0.5,0.5,0.5,nan,904.5738470554352,0.03346220776421683

