epoch,loss,epoch_elapsed
0,0.043471112847328186,867.4955236911774
1,0.016869595274329185,867.5949866771698
2,0.010653102770447731,866.169816493988
3,0.010275159031152725,867.1088151931763
4,0.010137387551367283,867.0227591991425
5,0.009600536897778511,866.5235822200775
6,0.009430439211428165,866.2451884746552
7,0.009102118201553822,866.8036663532257
8,0.008994550444185734,872.8310489654541
9,0.00893290713429451,871.3623378276825
10,0.008892947807908058,869.6804509162903
11,0.008859141729772091,868.4926400184631
12,0.008845919743180275,867.2616300582886
13,0.010088055394589901,869.3189306259155
14,0.008803597651422024,871.592545747757
15,0.008690799586474895,867.7605047225952
16,0.00892975926399231,867.3457252979279
17,0.008664357475936413,867.662680387497
18,0.008606585673987865,867.4567382335663
19,0.008540287613868713,867.5066564083099
20,0.00851485040038824,867.6668922901154
21,0.00847985316067934,867.4079775810242
22,0.008450313471257687,868.2337901592255
23,0.00842626765370369,870.0474324226379
24,0.008409607224166393,870.3358638286591
25,0.008401330560445786,871.4264161586761
26,0.008381166495382786,871.3564901351929
27,0.008618652820587158,869.4588823318481
