epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,elapsed,mean_valid
0,0.06267393380403519,0.7125336527824402,0.8887640237808228,0.7125336527824402,0.9180525541305542,0.7590283155441284,950.3661959171295,0.9987584965011052
1,0.0353069044649601,0.9843933582305908,0.9917415380477905,0.9843933582305908,0.9900668263435364,0.9862467050552368,952.9212753772736,0.998839200188773

2,0.0255564134567976,0.9890263080596924,0.994024395942688,0.9890263080596924,0.9933390617370605,0.9905216097831726,960.688868522644,0.9989774404362269
3,0.020902443677186966,0.9887727499008179,0.9937671422958374,0.9887727499008179,0.9930760860443115,0.9902819395065308,957.0463807582855,0.9988992980303083
4,0.05424582213163376,0.7995200157165527,0.8017755746841431,0.7998157739639282,0.8016647100448608,0.7995200157165527,985.5907671451569,0.993535921042306
5,0.12375590205192566,0.5,0.5,0.5,0.5,0.5,952.711531162262,0.9858741760253906

