epoch,loss,epoch_elapsed
0,0.0506603978574276,nan
1,0.015677830204367638,888.5362980365753
2,0.014100865460932255,890.233564376831
3,0.011369293555617332,889.5246596336365
4,0.009400323033332825,883.0381107330322
5,0.009184093214571476,894.5830781459808
6,0.009070632047951221,896.0004391670227
7,0.009007728658616543,890.6697039604187
8,0.008958166465163231,903.3887839317322
9,0.008921679109334946,894.0346536636353
10,0.008890677243471146,878.7895228862762
11,0.00885713566094637,902.4229595661163
12,0.008838805370032787,894.7795307636261
13,0.008816923946142197,886.6213989257812
14,0.00879682321101427,886.8676700592041
15,0.008780652657151222,885.8758871555328
16,0.008764705620706081,887.5140256881714
17,0.008755596354603767,885.9928078651428
18,0.008738121949136257,893.783219575882
19,0.008727701380848885,906.6443135738373
20,0.008713332004845142,905.921046257019
21,0.008704355917870998,909.4201061725616
22,0.008696840144693851,894.4613764286041
23,0.008684496395289898,906.4418940544128
24,0.00867827795445919,nan
25,0.008672513999044895,921.7960197925568
26,0.00866201613098383,912.2727234363556
27,0.008653300814330578,885.7124593257904
28,0.008647198788821697,888.1614243984222
29,0.008639942854642868,885.0184199810028
