epoch,loss,epoch_elapsed
0,0.055151958018541336,866.2046873569489
1,0.05508224293589592,866.3137128353119
2,0.027860987931489944,867.4462804794312
3,0.014737007208168507,868.879236459732
4,0.008973101153969765,869.7303578853607
5,0.00848748441785574,867.9388780593872
6,0.008298706263303757,868.0834558010101
7,0.008181608282029629,868.3579740524292
8,0.007929456420242786,868.3062245845795
9,0.007817959412932396,867.5110318660736
10,0.007744003087282181,866.7673914432526
11,0.007699519395828247,867.1722338199615
12,0.007656078319996595,867.1698386669159
13,0.007612335961312056,869.3347752094269
14,0.007578346878290176,867.065108537674
15,0.007532854098826647,867.0125160217285
16,0.0074610929004848,867.4126887321472
17,0.007469590287655592,866.857269525528
18,0.007376476190984249,869.9220821857452
19,0.0073499479331076145,869.4707977771759
20,0.0073150526732206345,867.9803495407104
21,0.007290889974683523,868.035523891449
22,0.007328012492507696,867.8731341362
23,0.007208969444036484,866.6485593318939
24,0.007168796379119158,868.610209941864
25,0.007128811441361904,867.8366189002991
26,0.007081609684973955,871.2863616943359
27,0.007645472418516874,871.8876905441284
28,0.007310004439204931,869.4061734676361
29,0.007133429404348135,867.9861190319061
30,0.006964107044041157,870.3421316146851
31,0.006934854201972485,865.4417164325714
32,0.006893308833241463,869.0611598491669
33,0.007890168577432632,867.3007040023804
34,0.007381410337984562,868.5702295303345
35,0.0070902155712246895,867.2765192985535
36,0.007014562841504812,866.3897066116333
