epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,elapsed,mean_valid
0,0.286139577627182,0.49995192885398865,0.5005755424499512,0.5000333189964294,0.5001193284988403,0.49995192885398865,951.3017675876617,0.9996216683632987
1,0.36294370889663696,0.5,0.5,0.5,0.5,0.5,952.8305451869965,0.9999628067016602
2,0.38854411244392395,0.5,0.5,0.5,0.5,0.5,945.4312160015106,0.9999628067016602
3,0.40134358406066895,0.5,0.5,0.5,0.5,0.5,950.0984554290771,0.9999628067016602
4,0.4090239703655243,0.5,0.5,0.5,0.5,0.5,955.8229959011078,0.9999628067016602
5,0.41414424777030945,0.5,0.5,0.5,0.5,0.5,952.7428648471832,0.9999628067016602

