,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.9987475275993347,0.998630940914154,0.9986736178398132,0.9984103441238403,0.9985406994819641,0.9986712336540222,0.9985634088516235,0.9985470175743103,0.998567521572113
max_encoding,E5,E5,E5,E5,E5,E5,E5,E5,E5
min,0.001526123029179871,0.0015519277658313513,0.0015854265075176954,0.001569785876199603,0.0014951028861105442,0.0014330006670206785,0.001504993881098926,0.0015380688710138202,0.001526030246168375
min_encoding,E1,E1,E1,E1,E1,E1,E3,E1,E1
