,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.9984970688819885,0.9988126754760742,0.9985412955284119,0.9986011981964111,0.9984703063964844,0.9984711408615112,0.9984915256500244,0.9985398650169373,0.9985284209251404
max_encoding,E1,E1,E1,E1,E1,E1,E1,E1,E1
min,0.0013283538864925504,0.0006960082100704312,0.0012744722189381719,0.0007126078708097339,0.0011385759571567178,0.0012899937573820353,0.0012869102647528052,0.0009734333725646138,0.000879365426953882
min_encoding,E5,E5,E5,E5,E5,E5,E5,E5,E5
