,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.5024725496274141,0.5263316356565158,0.5021958758424859,0.5259094186359117,0.5042140477981535,0.5052901313484883,0.5124015660427155,0.5244739688139728,0.5347308046527656
max_encoding,E1,E3,E5,E3,E3,E3,E3,E3,E3
min,0.49728128731066584,0.47948067820850554,0.495340001062878,0.48215000472042724,0.4957952103637523,0.4958397861684827,0.49394095953788963,0.48378273643922326,0.47821176341909116
min_encoding,E6,E2,E3,E5,E0,E6,E5,E2,E5
