,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons,2Long,TypeA,TypeB,TypeC
N[0],-0.05121868848800659,0.11154328286647797,-0.6042226552963257,-0.435618132352829,-0.1869661509990692,-0.14355997741222382,-0.031647488474845886,-0.0914132371544838,-0.5052369832992554,-0.34635862708091736,-0.16355179250240326,-0.4862407445907593,-0.3386472761631012
N[1],-0.07896943390369415,-0.5219113826751709,0.09549620747566223,-0.1283288151025772,-0.1499035805463791,-0.08525119721889496,-0.05126895010471344,-0.2947579026222229,-0.23342889547348022,-0.10474090278148651,0.2299814373254776,-0.25296932458877563,-0.10159026086330414
N[2],-0.4983215034008026,0.25708460807800293,-0.2297169417142868,-0.11572009325027466,-0.5394562482833862,-0.25613170862197876,-0.16493278741836548,0.255638986825943,-0.11580962687730789,-0.07894841581583023,-0.6858853697776794,-0.09103085100650787,-0.15236365795135498
N[3],-0.11128482967615128,-0.57353675365448,0.23810753226280212,-0.09873295575380325,-0.06632889807224274,-0.061952121555805206,-0.03703181445598602,-0.2132142186164856,-0.16193126142024994,-0.07312233746051788,0.3747904300689697,-0.18312373757362366,-0.0707784965634346
N[4],-0.0204025711864233,-0.1014556735754013,0.043505243957042694,-0.03014584258198738,-0.01959376409649849,-0.01010257937014103,-0.006415307521820068,-0.03686624392867088,-0.030647139996290207,-0.014837903901934624,0.06631220132112503,-0.031285472214221954,-0.012706750072538853
N[5],0.2471427172422409,0.13731074333190918,0.17332187294960022,-0.48478201031684875,0.05536598712205887,0.09828981012105942,0.1067328229546547,0.14419549703598022,0.3349911570549011,-0.1089816614985466,0.10992889106273651,0.19978205859661102,0.5792830586433411
N[6],0.17356684803962708,-0.014926454052329063,-0.3000076413154602,-0.3459777534008026,0.2167099565267563,-0.02264750748872757,0.05138160288333893,-0.27539074420928955,-0.4508105218410492,-0.2739328145980835,0.4095984697341919,-0.47240006923675537,-0.04640859365463257
N[7],0.4888642430305481,-0.24289853870868683,-0.08349963277578354,0.21490232646465302,-0.025332683697342873,0.820319652557373,0.5062671899795532,-0.17666582763195038,0.0741310715675354,0.17783567309379578,0.178893581032753,0.32298189401626587,-0.02301499992609024
N[8],0.09230447560548782,0.26913896203041077,-0.40095919370651245,0.2240341305732727,0.08976241946220398,0.16261187195777893,0.12102312594652176,0.6413195133209229,0.6021562814712524,0.2828170955181122,-0.018325241282582283,0.7043954730033875,-0.25667160749435425
N[9],-0.05468185618519783,-0.5190488696098328,0.3478546440601349,0.14920637011528015,-0.04909416288137436,0.0558430440723896,0.025758525356650352,-0.33295103907585144,-0.15865977108478546,-0.0019361155573278666,0.21048633754253387,-0.18773046135902405,-0.11219894886016846
