,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons,2Long,TypeA,TypeB,TypeC
max,0.7376905679702759,0.7989730834960938,0.6325717568397522,0.5886223316192627,0.5848861932754517,0.9701105952262878,0.934739351272583,0.8035826683044434,0.669075071811676,0.6077205538749695,0.6763864755630493,0.7382224202156067,0.7102130055427551
max_encoding,N[7],N[8],N[9],N[7],N[6],N[7],N[7],N[8],N[5],N[7],N[6],N[8],N[5]
min,0.28227153420448303,0.20689933001995087,0.12961538136005402,0.291520357131958,0.33249908685684204,0.3286471962928772,0.3087424635887146,0.3536157011985779,0.2719298005104065,0.25080353021621704,0.1008446216583252,0.2557370960712433,0.28717172145843506
min_encoding,N[2],N[9],N[0],N[5],N[2],N[2],N[2],N[9],N[6],N[6],N[2],N[6],N[0]
