epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,balanced_accuracy_valid,epoch_elapsed
0,0.6556306481361389,0.4646192491054535,0.5759904384613037,0.5,0.49939319491386414,0.4646192491054535,0.5041666626930237,0.297086238861084
1,0.6011856198310852,0.5,0.5,0.5,0.5,0.5,0.5395102500915527,0.27828431129455566
2,0.5446470379829407,0.5,0.5,0.5,0.5,0.5,0.5,0.4363725185394287
3,0.5060045719146729,0.5,0.5,0.5,0.5,0.5,0.5,0.2947225570678711
4,0.4779006540775299,0.5,0.5,0.5,0.5,0.5,0.5016447305679321,0.2875697612762451
5,0.45514118671417236,0.5,0.5,0.5,0.5,0.5,0.5411184430122375,0.43246984481811523
6,0.4352796971797943,0.49939319491386414,0.5,0.5,0.49939319491386414,0.5,0.6436038017272949,0.3065478801727295
7,0.4173574149608612,0.5,0.5,0.5,0.5296844840049744,0.5,0.7489400506019592,0.31519579887390137
8,0.4011206328868866,0.5,0.5,0.5102425813674927,0.6117961406707764,0.5,0.793749988079071,0.3029189109802246
9,0.38655805587768555,0.5,0.5,0.5625764727592468,0.6745145916938782,0.5,0.8138157725334167,0.30060815811157227
10,0.3736089766025543,0.5,0.5,0.6170165538787842,0.7120873928070068,0.5208333134651184,0.8326754570007324,0.2882978916168213
11,0.36210712790489197,0.5,0.5,0.6570016145706177,0.7458738088607788,0.5463361740112305,0.8444444537162781,0.3984551429748535
12,0.35184720158576965,0.5,0.5,0.6693504452705383,0.7590533494949341,0.576508641242981,0.8460891842842102,0.2915210723876953
13,0.3426334857940674,0.5,0.5,0.6801535487174988,0.7771601676940918,0.5915948152542114,0.8484283685684204,0.28314971923828125
14,0.33429285883903503,0.5,0.5,0.6828203797340393,0.793980598449707,0.6014727354049683,0.8526681661605835,0.2825155258178711
15,0.32668331265449524,0.5,0.5,0.6877292990684509,0.7995873689651489,0.6061422824859619,0.8559576272964478,0.28966689109802246
16,0.319691926240921,0.5,0.5,0.6845019459724426,0.8026942014694214,0.6217672824859619,0.8634868860244751,0.28026270866394043
17,0.31322547793388367,0.5,0.5,0.7110171318054199,0.8139077425003052,0.631645143032074,0.8665204644203186,0.28623509407043457
18,0.3072029948234558,0.5,0.5,0.7185928821563721,0.8282281160354614,0.6409841775894165,0.8695541024208069,0.29991912841796875
