,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.5008425116539001,0.5073819756507874,0.5010203719139099,0.5074073672294617,0.5019935965538025,0.5019775032997131,0.5026641488075256,0.5073221921920776,0.5093567967414856
max_encoding,E7,E12,E1,E12,E12,E12,E12,E12,E12
min,0.4986567199230194,0.4776318669319153,0.49912577867507935,0.4781489968299866,0.49645137786865234,0.49516910314559937,0.49180805683135986,0.4789835512638092,0.4708296060562134
min_encoding,E1,E1,E10,E1,E1,E1,E1,E1,E1
