,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.09132307767868042,0.09610042721033096,0.08896873146295547,0.09378019720315933,0.09176292270421982,0.07936635613441467,0.058221932500600815,0.09379222989082336,0.09495893865823746
max_encoding,E4,E4,E4,E4,E4,E4,E4,E4,E4
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
min_encoding,E0,E0,E0,E0,E0,E0,E0,E0,E0
