,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.4337276816368103,0.9034742116928101,0.422029048204422,0.6706901788711548,0.5062679052352905,0.179667130112648,0.06737517565488815,0.6858882308006287,0.767012894153595
max_encoding,E3,E7,E2,E1,E7,E3,E3,E7,E7
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
min_encoding,E0,E0,E0,E0,E0,E0,E0,E0,E0
