,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,0.051183007657527924,0.05077868327498436,0.04978032037615776,0.05045834928750992,0.050600726157426834,0.05156197026371956,0.05199069529771805,0.05042247846722603,0.050668880343437195
max_encoding,E4,E4,E4,E4,E4,E4,E4,E4,E4
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
min_encoding,E0,E0,E0,E0,E0,E0,E0,E0,E0
