,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons
max,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
max_encoding,E0,E0,E0,E0,E0,E0,E0,E0,E0
min,0.9497047066688538,0.9502558708190918,0.9486756324768066,0.9489165544509888,0.9492681622505188,0.9495150446891785,0.9494239687919617,0.9488271474838257,0.9493377804756165
min_encoding,E4,E4,E4,E4,E4,E4,E4,E4,E4
