epoch,loss,epoch_elapsed
0,0.0551767535507679,881.2553129196167
1,0.03838986158370972,882.3355400562286
2,0.017600880935788155,873.0153839588165
3,0.01416756771504879,870.8088822364807
4,0.01095812488347292,870.5753157138824
5,0.010082179680466652,870.9726305007935
6,0.00951296929270029,874.4290337562561
7,0.00933966413140297,873.0856478214264
8,0.00937835406512022,873.6454799175262
9,0.009189991280436516,873.0911936759949
10,0.009135940112173557,872.0433008670807
11,0.009092876687645912,873.0217633247375
12,0.00905614998191595,879.8202047348022
13,0.009057598188519478,873.7380862236023
