epoch,loss,epoch_elapsed
0,0.0508379191160202,865.0252840518951
1,0.015593936666846275,867.9228930473328
2,0.011655031703412533,867.0951478481293
3,0.008487271144986153,865.7851026058197
4,0.008091025985777378,866.8656070232391
5,0.007919381372630596,868.3714320659637
6,0.0077856420539319515,864.6262423992157
7,0.00767101114615798,867.5963158607483
8,0.007585965096950531,865.8105165958405
9,0.007523420732468367,872.0490884780884
10,0.0075081028044223785,867.9440488815308
11,0.007449752651154995,869.3698220252991
12,0.0074084969237446785,867.7652468681335
13,0.0073909214697778225,867.4113111495972
14,0.007364827208220959,867.9832525253296
15,0.007329882122576237,867.4475712776184
