epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,elapsed,mean_valid
0,0.06469361484050751,0.7300320863723755,0.861125648021698,0.7300320863723755,0.879551887512207,0.7629058361053467,957.2736201286316,0.9992064204515729
1,0.03591693937778473,0.9862856268882751,0.9926994442939758,0.9863189458847046,0.9912089109420776,0.9862856268882751,960.9988181591034,0.9993580821881975
2,0.025892900303006172,0.990207314491272,0.9945377111434937,0.990207314491272,0.9938098192214966,0.9905881285667419,966.676885843277,0.999374100755964

3,0.02098667621612549,0.991140604019165,0.9948960542678833,0.9913405179977417,0.994359016418457,0.991140604019165,962.0844595432281,0.999214388318743
4,0.01882520131766796,0.9869874715805054,0.9930964708328247,0.9869874715805054,0.9925612807273865,0.9882545471191406,959.372120141983,0.999100063999721
5,0.019761577248573303,0.9736255407333374,0.9829479455947876,0.9736255407333374,0.9820789098739624,0.9749086499214172,960.0112502574921,0.9988506829970224

