epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,elapsed,mean_valid
0,0.049376580864191055,0.7786471247673035,0.9139530658721924,0.7786471247673035,0.9348387718200684,0.8185086250305176,968.6724519729614,0.13200261498110635
1,0.027998173609375954,0.9864775538444519,0.9931670427322388,0.9864775538444519,0.9919542074203491,0.9884660840034485,971.7393019199371,0.176007148906844
2,0.02053842693567276,0.9900578260421753,0.9946349859237671,0.9900578260421753,0.9937998652458191,0.9910023808479309,967.9406795501709,0.17701470339706965
3,0.017026372253894806,0.9894359111785889,0.9946517944335938,0.9894359111785889,0.9940989017486572,0.9910560846328735,978.193044424057,0.17539777006830487

4,0.029404381290078163,0.9180178642272949,0.9252183437347412,0.9180178642272949,0.9248839616775513,0.9223039150238037,965.9747126102448,0.14942023165652027
5,0.10947568714618683,0.5,0.5,0.5,0.5,0.5,965.7694721221924,0.0

