epoch,loss,epoch_elapsed
0,0.02344142459332943,868.6874351501465
1,0.009431817568838596,868.6372344493866
2,0.009094695560634136,869.3249242305756
3,0.00874572154134512,869.6471297740936
4,0.008518553338944912,869.2315199375153
5,0.008282849565148354,869.2304973602295
6,0.008075278252363205,869.4390048980713
7,0.007985473610460758,870.0599718093872
8,0.007912587374448776,869.5522508621216
9,0.007874695584177971,868.5959024429321
10,0.007832109928131104,868.4690186977386
11,0.007800471503287554,868.1074607372284
12,0.007783150300383568,872.0283498764038
13,0.0077417222782969475,879.7494349479675
14,0.007727464661002159,873.1229195594788
15,0.007715658750385046,872.5467274188995
16,0.007709908299148083,872.6222822666168
17,0.007687512319535017,874.0909497737885
18,0.00765651511028409,873.6819565296173
19,0.007657157722860575,874.1180012226105
20,0.007633885834366083,874.2941534519196
21,0.007623670622706413,873.8952257633209
22,0.007601790130138397,872.302898645401
23,0.007597361691296101,872.4196827411652
24,0.00759616494178772,872.8476760387421
25,0.00759567366912961,873.7368149757385
26,0.007566837128251791,884.1563065052032
27,0.007564820349216461,875.0574250221252
