epoch,loss,epoch_elapsed
0,0.03886179253458977,873.2865314483643
1,0.015604965388774872,874.1965589523315
2,0.013143659569323063,874.7739796638489
3,0.008882449008524418,873.2834227085114
4,0.01006932370364666,871.5520601272583
5,0.008480959571897984,871.8345904350281
6,0.008361458778381348,872.5013289451599
7,0.008265244774520397,890.4751994609833
8,0.008217020891606808,890.6374886035919
9,0.008214572444558144,883.2520394325256
10,0.008665649220347404,875.6190764904022
11,0.008497590199112892,874.906373500824
12,0.008107651025056839,877.5173761844635
13,0.00814950093626976,898.1955831050873
14,0.008076353929936886,893.1423635482788
15,0.008151923306286335,892.7324376106262
16,0.008004926145076752,876.9314982891083
17,0.008140708319842815,886.0154047012329
18,0.007984333671629429,875.3395042419434
19,0.008025024086236954,892.5625431537628
20,0.00792246125638485,891.0918064117432
21,0.008103413507342339,876.1517026424408
22,0.007955141365528107,881.6287882328033
23,0.00787749420851469,875.385283946991
24,0.008021657355129719,874.1200995445251
25,0.008013098500669003,876.8063912391663
26,0.007873878814280033,871.7200453281403
27,0.007920267060399055,873.0405187606812
28,0.007902862504124641,872.5507709980011
29,0.008013383485376835,872.7502036094666
30,0.007836292497813702,874.2074701786041
