,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons,2Long,TypeA,TypeB,TypeC
max,0.9994753003120422,0.9297189712524414,0.8992940187454224,0.9967029690742493,0.9231721758842468,0.9995546936988831,1.0,0.98536616563797,0.9747107625007629,0.9999850988388062,0.9780122637748718,0.982520580291748,0.9988311529159546
max_encoding,N[0],N[3],N[1],N[3],N[3],N[0],N[0],N[3],N[8],N[3],N[4],N[3],N[0]
min,0.14340120553970337,0.041424140334129333,0.03017021156847477,0.06893910467624664,0.09179315716028214,0.17670324444770813,0.13008849322795868,0.03942778706550598,0.07530350238084793,0.09472709894180298,0.2183067500591278,0.08762390166521072,0.04151325672864914
min_encoding,N[6],N[6],N[5],N[6],N[6],N[2],N[2],N[6],N[6],N[2],N[6],N[6],N[5]
