,Passenger,Freight,Empty,Long,Reinforced,LongPassenger,2Passenger,2Freight,3Wagons,2Long,TypeA,TypeB,TypeC
N[0],0.3980456292629242,0.22867396473884583,-0.4156518578529358,-0.27492234110832214,0.015383167192339897,0.20533765852451324,0.1263742446899414,0.14351458847522736,0.18674500286579132,0.04598785191774368,-0.02602001279592514,0.2586188018321991,0.21963311731815338
N[1],0.055248573422431946,0.18057715892791748,0.3708464503288269,0.41260504722595215,0.16409143805503845,0.2550627887248993,0.12788662314414978,0.30022650957107544,0.6349196434020996,0.35509347915649414,-0.06957069039344788,0.6626318693161011,0.3075859248638153
N[2],0.06330350041389465,-0.27272671461105347,0.7036815285682678,-0.28653591871261597,0.010134014301002026,-0.00826273113489151,-0.026609191671013832,-0.28872737288475037,0.08123061060905457,-0.1066780611872673,0.24333910644054413,-0.12046375870704651,0.8660110831260681
N[3],0.023720907047390938,0.15276721119880676,-0.49125784635543823,0.38448554277420044,0.01580176316201687,0.11683694273233414,0.06464505195617676,0.3229980766773224,0.07762352377176285,0.16796332597732544,-0.043641217052936554,0.26027578115463257,-0.7037301063537598
N[4],0.5134906768798828,-0.2990889847278595,0.060326531529426575,-0.00023024488473311067,0.4495597183704376,0.2659589946269989,0.1927032172679901,-0.16093850135803223,0.1097407191991806,0.028327783569693565,0.9793086051940918,0.09107418358325958,0.07546495646238327
N[5],0.23615868389606476,0.19252987205982208,-0.4416801333427429,0.2633599042892456,0.1275465488433838,0.24800188839435577,0.1701475828886032,0.4450763761997223,0.591407060623169,0.3388296067714691,0.11292062699794769,0.7261913418769836,-0.2554302215576172
N[6],0.3742537796497345,-0.06646830588579178,-0.0296787079423666,0.1612653285264969,0.2138001173734665,0.558536171913147,0.40162286162376404,-0.03296828269958496,0.17012366652488708,0.19302880764007568,0.4369872212409973,0.24664683640003204,0.036340828984975815
N[7],0.11451079696416855,0.12797683477401733,0.025052648037672043,0.3659718930721283,0.16030468046665192,0.3576379418373108,0.19456055760383606,0.5069199800491333,0.7394474744796753,0.4208945035934448,0.007337384391576052,0.9444780945777893,-0.01085999421775341
N[8],0.28304213285446167,-0.07835251837968826,0.28618502616882324,0.14115296304225922,0.23597536981105804,0.2750329077243805,0.16599790751934052,0.22247982025146484,0.7264803051948547,0.2783055901527405,0.2994738221168518,0.7613473534584045,0.2565739154815674
N[9],0.1107189878821373,-0.05968174710869789,0.44587230682373047,0.5677380561828613,0.04408097639679909,0.4261607825756073,0.1562633365392685,0.06765393167734146,0.41030222177505493,0.5503036379814148,0.05212322995066643,0.497626930475235,0.02984568290412426
